address,kind,depth,title,source_line,note
3013/3,b,4,Aerodynamics,1313,
3013/4,b,4,Applied physics,1314,
3013/4a,b,5,Accelerator physics,1315,
3013/4b,b,5,Communication physics,1316,
3013/5,b,4,Astrophysics,1317,
3013/6,b,4,Atmospheric physics,1318,
3013/7,b,4,"Atomic, molecular, and optical physics",1319,
3013/8,b,4,Atomic physics,1320,
3013/9,b,4,Biophysics,1321,
3013/9a,b,5,Neurophysics,1322,
3013/10,b,4,Chemical physics,1323,
3013/11,b,4,Classical physics,1324,
3013/12,b,4,Computational physics,1325,
3013/13,b,4,Condensed matter physics,1326,
3013/14,b,4,Cryogenics,1327,
3013/15,b,4,Digital physics,1328,
3013/16,b,4,Dynamics,1329,
3013/16a,b,5,Analytical dynamics,1330,
3013/16b,b,5,Astrodynamics,1331,
3013/16c,b,5,Brownian dynamics,1332,
3013/16d,b,5,File dynamics,1333,
3013/16e,b,5,Flight dynamics,1334,
3013/16f,b,5,Fluid dynamics,1335,
3013/16f1,b,6,Aerodynamics,1336,
3013/16f2,b,6,Hydrodynamics,1337,
3013/16g,b,5,Fractional dynamics,1338,
3013/16h,b,5,Geodynamics,1339,
3013/16i,b,5,Molecular dynamics,1340,
3013/16j,b,5,Newtonian dynamics,1341,
3013/16k,b,5,Langevin dynamics,1342,
3013/16l,b,5,Quantum chromodynamics,1343,
3013/16m,b,5,Quantum electrodynamics,1344,
3013/16n,b,5,Relativistic dynamics,1345,
3013/16o,b,5,Stellar dynamics,1346,
3013/16p,b,5,System dynamics,1347,
3013/16q,b,5,Thermodynamics,1348,
3013/16r,b,5,Vehicle dynamics,1349,
3013/17,b,4,Econophysics,1350,
3013/18,b,4,Electricity,1351,
3013/19,b,4,Electromagnetism,1352,
3013/20,b,4,Electrostatic,1353,
3013/21,b,4,Magnetism,1354,
3013/22,b,4,Engineering physics,1355,
3013/23,b,4,Elementary particle physics,1356,
3013/24,b,4,Experimental physics,1357,
3013/25,b,4,Fluid dynamics,1358,
3013/26,b,4,Geophysics,1359,
3013/26a,b,5,Biogeophysics,1360,
3013/26b,b,5,Geomagnetism,1361,
3013/27,b,4,Kinematics,1362,
3013/27a,b,5,Fluid kinematics,1363,
3013/27b,b,5,Relativistic kinematics,1364,
3013/28,b,4,Kinetics,1365,
3013/28a,b,5,Electrokinetics,1366,
3013/28b,b,5,Homeokinetics,1367,
3013/29,b,4,Laser physics,1368,
3013/30,b,4,Materials physics,1369,
3013/31,b,4,Mathematical physics,1370,
3013/32,b,4,Mechanics,1371,
3013/32a,b,5,Analytical mechanics,1372,
3013/32b,b,5,Applied mechanics,1373,
3013/32c,b,5,Ballistics,1374,
3013/32d,b,5,Biomechanics,1375,
3013/32e,b,5,Celestial mechanics,1376,
3013/32f,b,5,Classical mechanics,1377,
3013/32g,b,5,Continuum mechanics,1378,
3013/32h,b,5,Fluid mechanics,1379,
3013/32i,b,5,Fracture mechanics,1380,
3013/32j,b,5,Hamiltonian mechanics,1381,
3013/32k,b,5,Hydraulics,1382,
3013/32l,b,5,Lagrangian mechanics,1383,
3013/32m,b,5,Matrix mechanics,1384,
3013/32n,b,5,Molecular mechanics,1385,
3013/32o,b,5,Optomechanics,1386,
3013/32p,b,5,Particle mechanics,1387,
3013/32q,b,5,Quantum mechanics,1388,
3013/32r,b,5,Relativistic mechanics,1389,
3013/32s,b,5,Relativistic quantum mechanics,1390,
3013/32t,b,5,Soil mechanics,1391,
3013/32u,b,5,Solid mechanics,1392,
3013/32v,b,5,Statistical mechanics,1393,
3013/32v1,b,6,Quantum statistical mechanics,1394,
3013/33,b,4,Mineral physics,1395,
3013/34,b,4,Medical physics,1396,
3013/35,b,4,Molecular physics,1397,
3013/36,b,4,Newtonian dynamics,1398,
3013/37,b,4,Nuclear physics,1399,
3013/38,b,4,Optics,1400,
3013/38a,b,5,Geometrical optics,1401,
3013/38b,b,5,Physical optics,1402,
3013/38c,b,5,Quantum optics,1403,
3013/39,b,4,Particle physics,1404,
3013/40,b,4,Petrophysics,1405,
3013/41,b,4,Photonics,1406,
3013/42,b,4,Physical chemistry,1407,
3013/43,b,4,Polymer physics,1408,
3013/44,b,4,Plasma physics,1409,
3013/45,b,4,Quantum physics,1410,
3013/45a,b,5,Quantum technology,1411,
3013/46,b,4,Radiophysics,1412,
3013/47,b,4,Relativity,1413,
3013/47a,b,5,General relativity,1414,
3013/47b,b,5,Special relativity,1415,
3013/48,b,4,Solid mechanics,1416,
3013/49,b,4,Solid state physics,1417,
3013/50,b,4,Statistical mechanics,1418,
3013/51,b,4,Theoretical physics,1419,
3013/52,b,4,Thermal physics,1420,
3013/53,b,4,Thermodynamics,1421,
3013/54,b,4,Social physics,1422,
3013/55,b,4,Soil physics,1423,
3013/56,b,4,Solid state physics,1424,
3013/57,b,4,Spintronics,1425,
3013/58,b,4,Statics,1426,
3013/58a,b,5,Fluid statics,1427,
3013/59,b,4,Statistical physics,1428,
3013/60,b,4,Surface physics,1429,
3014,h,2,Chemistry,1431,
3014/1,b,4,Agrochemistry,1433,
3014/2,b,4,Analytical chemistry,1434,
3014/3,b,4,Astrochemistry,1435,
3014/4,b,4,Atmospheric chemistry,1436,
3014/5,b,4,Biochemistry,1437,
3014/6,b,4,Catalysts,1438,
3014/7,b,4,Chemical biology,1439,
3014/8,b,4,Chemical engineering,1440,
3014/9,b,4,Chemical physics,1441,
3014/10,b,4,Cheminformatics,1442,
3014/11,b,4,Computational chemistry,1443,
3014/12,b,4,Cosmochemistry,1444,
3014/13,b,4,Electrochemistry,1445,
3014/14,b,4,Environmental chemistry,1446,
3014/15,b,4,Femtochemistry,1447,
3014/16,b,4,Flavor,1448,
3014/17,b,4,Flow chemistry,1449,
3014/18,b,4,Forensic chemistry,1450,
3014/19,b,4,Geochemistry,1451,
3014/20,b,4,Green chemistry,1452,
3014/21,b,4,Histochemistry,1453,
3014/22,b,4,Hydrogenation,1454,
3014/23,b,4,Immunochemistry,1455,
3014/24,b,4,Inorganic chemistry,1456,
3014/25,b,4,Marine chemistry,1457,
3014/26,b,4,Mathematical chemistry,1458,
3014/27,b,4,Mechanochemistry,1459,
3014/28,b,4,Medicinal chemistry,1460,
3014/29,b,4,Molecular biology,1461,
3014/30,b,4,Molecular mechanics,1462,
3014/31,b,4,Nanotechnology,1463,
3014/32,b,4,Natural product chemistry,1464,
3014/33,b,4,Neurochemistry,1465,
3014/34,b,4,Nuclear chemistry,1466,
3014/35,b,4,Oenology,1467,
3014/36,b,4,Organic chemistry,1468,
3014/37,b,4,Organometallic chemistry,1469,
3014/38,b,4,Petrochemistry,1470,
3014/39,b,4,Pharmacology,1471,
3014/40,b,4,Photochemistry,1472,
3014/41,b,4,Physical chemistry,1473,
3014/42,b,4,Physical organic chemistry,1474,
3014/43,b,4,Phytochemistry,1475,
3014/44,b,4,Polymer chemistry,1476,
3014/45,b,4,Quantum chemistry,1477,
3014/46,b,4,Radiochemistry,1478,
3014/47,b,4,Soil chemistry,1479,
3014/48,b,4,Solid-state chemistry,1480,
3014/49,b,4,Sonochemistry,1481,
3014/50,b,4,Supramolecular chemistry,1482,
3014/51,b,4,Surface chemistry,1483,
3014/52,b,4,Synthetic chemistry,1484,
3014/53,b,4,Systems chemistry,1485,
3014/54,b,4,Theoretical chemistry,1486,
3014/55,b,4,Thermochemistry,1487,
3015,h,2,Earth science,1489,
3015/1,b,4,Chronology,1491,
3015/2,b,4,Edaphology,1492,
3015/3,b,4,Environmental chemistry,1493,
3015/4,b,4,Environmental science,1494,
3015/5,b,4,Gemology,1495,
3015/6,b,4,Geochemistry,1496,
3015/7,b,4,Geodesy,1497,
3015/8,b,4,Physical geography,1498,
3015/8a,b,5,Atmospheric science / Meteorology,1499,
3015/8b,b,5,Biogeography / Phytogeography,1500,
3015/8c,b,5,Climatology / Paleoclimatology / Palaeogeography,1501,
3015/8d,b,5,Coastal geography / Oceanography,1502,
3015/8e,b,5,Edaphology / Pedology or Soil science,1503,
3015/8f,b,5,Geobiology,1504,
3015/8g,b,5,"Geology (Geomorphology, Mineralogy, Petrology, Sedimentology, Speleology, Tectonics, Volcanology)",1505,
3015/8h,b,5,Geostatistics,1506,
3015/8i,b,5,Glaciology,1507,
3015/8j,b,5,Hydrology/ Limnology / Hydrogeology,1508,
3015/8k,b,5,Landscape ecology,1509,
3015/8l,b,5,Quaternary science,1510,
3015/9,b,4,Geophysics,1511,
3015/10,b,4,Paleontology,1512,
3015/10a,b,5,Paleobiology,1513,
3015/10b,b,5,Paleoecology,1514,
3015/11,b,4,Ecology,1515,
3015/12,b,4,Forensic geology,1516,
3015/13,b,4,Geophysics,1517,
3015/14,b,4,"Planetary science (alternatively, a part of space science)",1518,
3015/15,b,4,Seismology,1519,
3020,h,1,Life science,1521,
3021,h,2,Biology,1523,
3021/1,b,4,Aerobiology,1525,
3021/2,b,4,Anatomy,1526,
3021/2a,b,5,Comparative anatomy,1527,
3021/2b,b,5,Human anatomy,1528,
3021/3,b,4,Biochemistry,1529,
3021/4,b,4,Bioinformatics,1530,
3021/5,b,4,Biophysics,1531,
3021/6,b,4,Biotechnology,1532,
3021/7,b,4,Botany,1533,
3021/7a,b,5,Ethnobotany,1534,
3021/7b,b,5,Phycology,1535,
3021/8,b,4,Cell biology,1536,
3021/9,b,4,Chronobiology,1537,
3021/10,b,4,Cognitive biology,1538,
3021/11,b,4,Computational biology,1539,
3021/12,b,4,Conservation biology,1540,
3021/13,b,4,Cryobiology,1541,
3021/14,b,4,Developmental biology,1542,
3021/14a,b,5,Embryology,1543,
3021/14b,b,5,Gerontology,1544,
3021/14c,b,5,Teratology,1545,
3021/15,b,4,Ecology,1546,
3021/15a,b,5,Agroecology,1547,
3021/15b,b,5,Ethnoecology,1548,
3021/15c,b,5,Human ecology,1549,
3021/15d,b,5,Landscape ecology,1550,
3021/16,b,4,Endocrinology,1551,
3021/17,b,4,Epigenetics,1552,
3021/18,b,4,Ethnobiology,1553,
3021/18a,b,5,Anthrozoology,1554,
3021/19,b,4,Evolutionary biology,1555,
3021/20,b,4,Evolution,1556,
3021/20a,b,5,Systematics,1557,
3021/20b,b,5,Taxonomy,1558,
3021/21,b,4,Forensic biology,1559,
3021/22,b,4,Genetics,1560,
3021/22a,b,5,Behavioural genetics,1561,
3021/22b,b,5,Molecular genetics,1562,
3021/22c,b,5,Population genetics,1563,
3021/23,b,4,Geobiology,1564,
3021/24,b,4,Histology,1565,
3021/25,b,4,Human biology,1566,
3021/26,b,4,Immunology,1567,
3021/27,b,4,Limnology,1568,
3021/28,b,4,Linnaean taxonomy,1569,
3021/29,b,4,Marine biology,1570,
3021/30,b,4,Mathematical biology,1571,
3021/31,b,4,Microbiology,1572,
3021/31a,b,5,Bacteriology,1573,
3021/31b,b,5,Protistology,1574,
3021/32,b,4,Molecular biology,1575,
3021/33,b,4,Mycology,1576,
3021/34,b,4,Neuroscience,1577,
3021/34a,b,5,Behavioral neuroscience,1578,
3021/34b,b,5,Neurophysics,1579,
3021/34c,b,5,Computational Neuroscience,1580,
3021/35,b,4,Nutrition,1581,
3021/36,b,4,Paleobiology,1582,
3021/36a,b,5,Paleontology,1583,
3021/37,b,4,Parasitology,1584,
3021/38,b,4,Pathology,1585,
3021/38a,b,5,Anatomical pathology,1586,
3021/38b,b,5,Clinical pathology,1587,
3021/38c,b,5,Dermatopathology,1588,
3021/38d,b,5,Forensic pathology,1589,
3021/38e,b,5,Hematopathology,1590,
3021/38f,b,5,Histopathology,1591,
3021/38g,b,5,Molecular pathology,1592,
3021/38h,b,5,Surgical pathology,1593,
3021/38i,b,5,Phytopathology,1594,
3021/39,b,4,Physiology,1595,
3021/39a,b,5,Human physiology,1596,
3021/39a1,b,6,Exercise physiology,1597,
3021/40,b,4,Structural Biology,1598,
3021/41,b,4,Systematics (Taxonomy),1599,
3021/42,b,4,Population biology,1600,
3021/43,b,4,Quantum biology,1601,
3021/44,b,4,Sociobiology,1602,
3021/45,b,4,Theoretical biology,1603,
3021/46,b,4,Toxicology,1604,
3021/47,b,4,Systems biology,1605,
3021/48,b,4,Virology,1606,
3021/48a,b,5,Molecular virology,1607,
3021/49,b,4,Xenobiology,1608,
3021/50,b,4,Zoology,1609,
3021/50a,b,5,Animal communications,1610,
3021/50b,b,5,Apiology,1611,
3021/50c,b,5,Arachnology,1612,
3021/50d,b,5,Arthropodology,1613,
3021/50e,b,5,Batrachology,1614,
3021/50f,b,5,Bryozoology,1615,
3021/50g,b,5,Carcinology,1616,
3021/50h,b,5,Cetology,1617,
3021/50i,b,5,Cnidariology,1618,
3021/50j,b,5,Entomology,1619,
3021/50j1,b,6,Forensic entomology,1620,
3021/50k,b,5,Ethnozoology,1621,
3021/50l,b,5,Ethology,1622,
3021/50m,b,5,Helminthology,1623,
3021/50n,b,5,Herpetology,1624,
3021/50o,b,5,Ichthyology,1625,
3021/50p,b,5,Invertebrate zoology,1626,
3021/50q,b,5,Mammalogy,1627,
3021/50q1,b,6,Cynology,1628,
3021/50q2,b,6,Felinology,1629,
3021/50r,b,5,Malacology,1630,
3021/50r1,b,6,Conchology,1631,
3021/50r2,b,6,Limacology,1632,
3021/50r3,b,6,Teuthology,1633,
3021/50s,b,5,Myriapodology,1634,
3021/50t,b,5,Myrmecology,1635,
3021/50u,b,5,Nematology,1636,
3021/50v,b,5,Neuroethology,1637,
3021/50w,b,5,Oology,1638,
3021/50x,b,5,Ornithology,1639,
3021/50y,b,5,Planktology,1640,
3021/50z,b,5,Primatology,1641,
3021/50aa,b,5,Zootomy,1642,
3021/50ab,b,5,Zoosemiotics,1643,
4000,h,0,Formal science,1645,
4010,h,1,Computer science,1647,Also a branch of electrical engineering
4010/1,b,4,Logic in computer science,1651,
4010/1a,b,5,Formal methods (Formal verification),1652,
4010/1b,b,5,Logic programming,1653,
4010/1c,b,5,Multi-valued logic,1654,
4010/1c1,b,6,Fuzzy logic,1655,
4010/1d,b,5,Programming language semantics,1656,
4010/1e,b,5,Type theory,1657,
4010/2,b,4,Operating systems,1658,
4010/3,b,4,Algorithms,1659,
4010/3a,b,5,Computational geometry,1660,
4010/3b,b,5,Distributed algorithms,1661,
4010/3c,b,5,Parallel algorithms,1662,
4010/3d,b,5,Randomized algorithms,1663,
4010/4,b,4,Artificial intelligence,1664,
4010/4a,b,5,Cognitive science,1665,
4010/4a1,b,6,Automated reasoning,1666,
4010/4a2,b,6,Computer vision,1667,
4010/4a3,b,6,Machine learning,1668,
4010/4a3a,b,7,Artificial neural networks,1669,
4010/4a3b,b,7,Support vector machine,1670,
4010/4a4,b,6,Natural language processing (Computational linguistics),1671,
4010/4a5,b,6,Computer vision,1672,
4010/4b,b,5,Expert systems,1673,
4010/4c,b,5,Robotics,1674,
4010/5,b,4,Database,1675,
4010/6,b,4,Data science,1676,
4010/7,b,4,Data structures,1677,
4010/8,b,4,Computer architecture,1678,
4010/9,b,4,Computer graphics,1679,
4010/9a,b,5,Image processing,1680,
4010/9b,b,5,Scientific visualization,1681,
4010/10,b,4,Computer communications (networks),1682,
4010/10a,b,5,Cloud computing,1683,
4010/10b,b,5,Information theory,1684,
4010/10c,b,5,"Internet, World Wide Web",1685,
4010/10d,b,5,Ubiquitous computing,1686,
4010/10e,b,5,Wireless computing (Mobile computing),1687,
4010/11,b,4,Computer security and reliability,1688,
4010/11a,b,5,Cryptanalysis,1689,
4010/11b,b,5,Cryptography,1690,
4010/11c,b,5,Fault-tolerant computing,1691,
4010/11d,b,5,Information security,1692,
4010/11e,b,5,Network security,1693,
4010/12,b,4,"Computing in mathematics, natural sciences, engineering, and medicine",1694,
4010/12a,b,5,Algebraic (symbolic) computation,1695,
4010/12b,b,5,Computational biology (bioinformatics),1696,
4010/12c,b,5,Computational chemistry,1697,
4010/12d,b,5,Computational mathematics,1698,
4010/12e,b,5,Computational neuroscience,1699,
4010/12f,b,5,Computational number theory,1700,
4010/12g,b,5,Computational physics,1701,
4010/12h,b,5,Computer-aided engineering,1702,
4010/12h1,b,6,Computational fluid dynamics,1703,
4010/12h2,b,6,Finite element analysis,1704,
4010/12i,b,5,Numerical analysis,1705,
4010/12j,b,5,Algebraic (symbolic) computation,1706,
4010/12k,b,5,Scientific computing (Computational science),1707,
4010/13,b,4,"Computing in social sciences, arts, humanities, and professions",1708,
4010/13a,b,5,Community informatics,1709,
4010/13b,b,5,Computational economics,1710,
4010/13c,b,5,Computational finance,1711,
4010/13d,b,5,Computational sociology,1712,
4010/13e,b,5,Digital humanities (Humanities computing),1713,
4010/13f,b,5,History of computer hardware,1714,
4010/13g,b,5,History of computer science,1715,
4010/13h,b,5,Humanistic informatics,1716,
4010/13i,b,5,Databases,1717,
4010/13i1,b,6,Distributed databases,1718,
4010/13i2,b,6,Object databases,1719,
4010/13i3,b,6,Relational databases,1720,
4010/13j,b,5,Data management,1721,
4010/13k,b,5,Data mining,1722,
4010/13l,b,5,Information science,1723,
4010/13m,b,5,Information architecture,1724,
4010/13n,b,5,Information management,1725,
4010/13o,b,5,Information retrieval,1726,
4010/13p,b,5,Information system,1727,
4010/13q,b,5,Information technology,1728,
4010/13r,b,5,Knowledge management,1729,
4010/13s,b,5,"Multimedia, hypermedia",1730,
4010/13s1,b,6,Sound and music computing,1731,
4010/14,b,4,Distributed computing,1732,
4010/14a,b,5,Grid computing,1733,
4010/15,b,4,Human-computer interaction,1734,
4010/16,b,4,Operating systems,1735,
4010/17,b,4,Parallel computing,1736,
4010/17a,b,5,High-performance computing,1737,
4010/18,b,4,Computer program,1738,
4010/19,b,4,Computer programming,1739,
4010/20,b,4,Programming languages,1740,
4010/20a,b,5,Compilers,1741,
4010/20b,b,5,Programming paradigms,1742,
4010/20b1,b,6,Concurrent programming,1743,
4010/20b2,b,6,Functional programming,1744,
4010/20b3,b,6,Imperative programming,1745,
4010/20b4,b,6,Logic programming,1746,
4010/20b5,b,6,Object-oriented programming,1747,
4010/20c,b,5,Program semantics,1748,
4010/20d,b,5,Type theory,1749,
4010/21,b,4,Quantum computing,1750,
4010/21a,b,5,Quantum information,1751,
4010/22,b,4,Software engineering,1752,
4010/22a,b,5,Formal methods (Formal verification),1753,
4010/22b,b,5,Game Development,1754,
4010/23,b,4,Theoretical computer science,1755,
4010/24,b,4,Theory of computation,1756,
4010/24a,b,5,Automata theory (Formal languages),1757,
4010/24b,b,5,Computability theory,1758,
4010/24c,b,5,Computational complexity theory,1759,
4010/24d,b,5,Concurrency theory,1760,
4010/25,b,4,VLSI design,1761,
4020,h,1,Logic,1763,
4020/1,b,4,Mathematical logic,1765,
4020/1a,b,5,Set theory,1766,
4020/1b,b,5,Proof theory,1767,
4020/1c,b,5,Model theory,1768,
4020/1d,b,5,Recursion theory,1769,
4020/1e,b,5,Modal logic,1770,
4020/1f,b,5,Intuitionistic logic,1771,
4020/2,b,4,Philosophical logic,1772,
4020/2a,b,5,Logical reasoning,1773,
4020/2b,b,5,Modal logic,1774,
4020/2b1,b,6,Deontic logic,1775,
4020/2b2,b,6,Doxastic logic,1776,
4020/3,b,4,Logic in computer science,1777,
4020/3a,b,5,Programming language semantics,1778,
4020/3b,b,5,Formal methods (Formal verification),1779,
4020/3c,b,5,Type theory,1780,
4020/3d,b,5,Logic programming,1781,
4020/3e,b,5,Multi-valued logic,1782,
4020/3e1,b,6,Fuzzy logic,1783,
4030,h,1,Mathematics,1785,
4031,h,2,Pure mathematics,1787,
4031/1,b,4,Mathematical logic and Foundations of mathematics,1789,
4031/1a,b,5,Intuitionistic logic,1790,
4031/1b,b,5,Modal logic,1791,
4031/1c,b,5,Model theory,1792,
4031/1d,b,5,Proof theory,1793,
4031/1e,b,5,Recursion theory,1794,
4031/1f,b,5,Set theory,1795,
4031/2,b,4,Arithmetic,1796,
4031/3,b,4,Algebra,1797,
4031/3a,b,5,Associative algebra,1798,
4031/3b,b,5,Category theory,1799,
4031/3b1,b,6,Topos theory,1800,
4031/3c,b,5,Differential algebra,1801,
4031/3d,b,5,Field theory,1802,
4031/3e,b,5,Group theory,1803,
4031/3e1,b,6,Group representation,1804,
4031/3f,b,5,Homological algebra,1805,
4031/3g,b,5,K-theory,1806,
4031/3h,b,5,Lattice theory (Order theory),1807,
4031/3i,b,5,Lie algebra,1808,
4031/3j,b,5,Linear algebra (Vector space),1809,
4031/3k,b,5,Multilinear algebra,1810,
4031/3l,b,5,Non-associative algebra,1811,
4031/3m,b,5,Representation theory,1812,
4031/3n,b,5,Ring theory,1813,
4031/3n1,b,6,Commutative algebra,1814,
4031/3n2,b,6,Noncommutative algebra,1815,
4031/3o,b,5,Universal algebra,1816,
4031/4,b,4,Analysis,1817,
4031/4a,b,5,Complex analysis,1818,
4031/4b,b,5,Functional analysis,1819,
4031/4b1,b,6,Operator theory,1820,
4031/4c,b,5,Harmonic analysis,1821,
4031/4c1,b,6,Fourier analysis,1822,
4031/4d,b,5,Non-standard analysis,1823,
4031/4e,b,5,Ordinary differential equations,1824,
4031/4f,b,5,p-adic analysis,1825,
4031/4g,b,5,Partial differential equations,1826,
4031/4h,b,5,Real analysis,1827,
4031/4h1,b,6,Calculus,1828,
4031/5,b,4,Probability theory,1829,
4031/5a,b,5,Ergodic theory,1830,
4031/5b,b,5,Measure theory,1831,
4031/5b1,b,6,Integral geometry,1832,
4031/5c,b,5,Stochastic process,1833,
4031/6,b,4,Geometry and Topology,1834,
4031/6a,b,5,Affine geometry,1835,
4031/6b,b,5,Algebraic geometry,1836,
4031/6c,b,5,Algebraic topology,1837,
4031/6d,b,5,Convex geometry,1838,
4031/6e,b,5,Differential topology,1839,
4031/6f,b,5,Discrete geometry,1840,
4031/6g,b,5,Finite geometry,1841,
4031/6h,b,5,Galois geometry,1842,
4031/6i,b,5,General topology,1843,
4031/6j,b,5,Geometric topology,1844,
4031/6k,b,5,Integral geometry,1845,
4031/6l,b,5,Noncommutative geometry,1846,
4031/6m,b,5,Non-Euclidean geometry,1847,
4031/6n,b,5,Projective geometry,1848,
4031/6o,b,5,Euclidean geometry,1849,
4031/6p,b,5,Solid geometry,1850,
4031/6q,b,5,Trigonometry,1851,
4031/7,b,4,Number theory,1852,
4031/7a,b,5,Algebraic number theory,1853,
4031/7b,b,5,Analytic number theory,1854,
4031/7c,b,5,Arithmetic combinatorics,1855,
4031/7d,b,5,Arithmetic,1856,
4031/7e,b,5,Geometric number theory,1857,
4032,h,2,Applied mathematics,1859,
4032/1,b,4,Approximation theory,1861,
4032/2,b,4,Combinatorics,1862,
4032/2a,b,5,Coding theory,1863,
4032/3,b,4,Dynamical systems,1864,
4032/3a,b,5,Chaos theory,1865,
4032/3b,b,5,Fractal geometry,1866,
4032/4,b,4,Game theory,1867,
4032/5,b,4,Graph theory,1868,
4032/6,b,4,Information theory,1869,
4032/7,b,4,Mathematical physics,1870,
4032/7a,b,5,Quantum field theory,1871,
4032/7b,b,5,Quantum gravity,1872,
4032/7b1,b,6,String theory,1873,
4032/7c,b,5,Quantum mechanics,1874,
4032/7d,b,5,Statistical mechanics,1875,
4032/8,b,4,Numerical analysis,1876,
4032/9,b,4,Operations research,1877,
4032/9a,b,5,Assignment problem,1878,
4032/9b,b,5,Decision analysis,1879,
4032/9c,b,5,Dynamic programming,1880,
4032/9d,b,5,Inventory theory,1881,
4032/9e,b,5,Linear programming,1882,
4032/9f,b,5,Mathematical optimization,1883,
4032/9g,b,5,Optimal maintenance,1884,
4032/9h,b,5,Real options analysis,1885,
4032/9i,b,5,Scheduling,1886,
4032/9j,b,5,Stochastic processes,1887,
4032/9k,b,5,Systems analysis,1888,
4032/10,b,4,Statistics,1889,
4032/10a,b,5,Actuarial science,1890,
4032/10b,b,5,Demography,1891,
4032/10c,b,5,Econometrics,1892,
4032/10d,b,5,Mathematical statistics,1893,
4032/10e,b,5,Data visualization,1894,
4032/11,b,4,Computational mathematics,1895,
4032/12,b,4,Theory of computation,1896,
4032/12a,b,5,Computational complexity theory,1897,
4032/13,b,4,Cryptography,1898,
4032/14,b,4,Steganography,1899,
4032/15,b,4,Mathematical game,1900,
4032/16,b,4,Mathematical puzzle,1901,
4033,h,3,Statistics,1903,
4033/1,b,4,Mathematical statistics,1905,
4033/2,b,4,Econometrics,1906,
4033/3,b,4,Actuarial science,1907,
4033/4,b,4,Demography,1908,
4033/5,b,4,Computational statistics,1909,
4033/5a,b,5,Data mining,1910,
4033/5b,b,5,Regression,1911,
4033/5c,b,5,Simulation,1912,
4033/5c1,b,6,Bootstrap (statistics),1913,
4033/6,b,4,Design of experiments,1914,
4033/6a,b,5,Block design and Analysis of variance,1915,
4033/6b,b,5,Response surface methodology,1916,
4033/7,b,4,Sample Survey,1917,
4033/7a,b,5,Sampling theory,1918,
4033/8,b,4,Statistical modelling,1919,
4033/8a,b,5,Biostatistics,1920,
4033/8a1,b,6,Epidemiology,1921,
4033/8b,b,5,Multivariate analysis,1922,
4033/8b1,b,6,Structural equation model,1923,
4033/8b2,b,6,Time series,1924,
4033/8c,b,5,Reliability theory,1925,
4033/8d,b,5,Quality control,1926,
4033/9,b,4,Statistical theory,1927,
4033/9a,b,5,Decision theory,1928,
4033/9b,b,5,Mathematical statistics,1929,
4033/9b1,b,6,Probability,1930,
4033/9c,b,5,Survey methodology,1931,
5000,h,0,Applied science,1933,
5010,h,1,Agriculture,1935,
5010/1,b,4,Aeroponics,1937,
5010/1a,b,5,Fogponics,1938,
5010/2,b,4,Agroecology,1939,
5010/3,b,4,Agrology,1940,
5010/4,b,4,Agronomy,1941,
5010/5,b,4,Animal husbandry (Animal science),1942,
5010/5a,b,5,Beekeeping (Apiculture),1943,
5010/6,b,4,Anthroponics,1944,
5010/7,b,4,Agricultural economics,1945,
5010/8,b,4,Agricultural engineering,1946,
5010/8a,b,5,Biological systems engineering,1947,
5010/8b,b,5,Food engineering,1948,
5010/9,b,4,Aquaculture,1949,
5010/10,b,4,Aquaponics,1950,
5010/11,b,4,Enology,1951,
5010/12,b,4,Entomology,1952,
5010/13,b,4,Food science,1953,
5010/13a,b,5,Culinary arts,1954,
5010/14,b,4,Forestry,1955,
5010/15,b,4,Horticulture,1956,
5010/16,b,4,Hydrology,1957,
5010/17,b,4,Hydroponics,1958,
5010/18,b,4,Pedology,1959,
5010/19,b,4,Plant science,1960,
5010/19a,b,5,Pomology,1961,
5010/20,b,4,Pest control,1962,
5010/21,b,4,Purification,1963,
5010/22,b,4,Urban agriculture,1964,
5010/23,b,4,Viticulture,1965,
5020,h,1,Architecture and design,1967,
5020/1,b,4,Architecture,1969,
5020/1a,b,5,Interior architecture,1970,
5020/1b,b,5,Landscape architecture,1971,
5020/2,b,4,Architectural analytics,1972,
5020/3,b,4,Historic preservation,1973,
5020/4,b,4,Interior design (interior architecture),1974,
5020/5,b,4,Landscape architecture (landscape planning),1975,
5020/6,b,4,Landscape design,1976,
5020/7,b,4,Urban planning (urban design),1977,
5020/8,b,4,Visual communication,1978,
5020/8a,b,5,Graphic design,1979,
5020/8a1,b,6,Type design,1980,
5020/8b,b,5,Technical drawing,1981,
5020/9,b,4,Industrial design (product design),1982,
5020/9a,b,5,Ergonomics,1983,
5020/9b,b,5,Toy and amusement design,1984,
5020/10,b,4,User experience design,1985,
5020/10a,b,5,Interaction design,1986,
5020/10b,b,5,Information architecture,1987,
5020/10c,b,5,User interface design,1988,
5020/10d,b,5,User experience evaluation,1989,
5020/11,b,4,Decorative arts,1990,
5020/12,b,4,Fashion design,1991,
5020/13,b,4,Textile design,1992,
5020/14,b,4,Food design,1993,
5030,h,1,Education,1995,
5030/1,b,4,Comparative education,1997,
5030/2,b,4,Critical pedagogy,1998,
5030/3,b,4,Curriculum and instruction,1999,
5030/3a,b,5,Alternative education,2000,
5030/3b,b,5,Early childhood education,2001,
5030/3c,b,5,Elementary education,2002,
5030/3d,b,5,Secondary education,2003,
5030/3e,b,5,Higher education,2004,
